iter	Logloss
0	0.6099361181
1	0.5752768517
2	0.5273150206
3	0.4793262482
4	0.4360499382
5	0.4038300216
6	0.3637308478
7	0.3357386589
8	0.3138101995
9	0.2855448723
10	0.2584566474
11	0.2435488701
12	0.2280602902
13	0.2115217894
14	0.1959917843
15	0.1848584265
16	0.1761370301
17	0.1639503837
18	0.1534698457
19	0.1447781771
20	0.135109961
21	0.122984305
22	0.117801711
23	0.1106704623
24	0.1068907902
25	0.1017027423
26	0.0952180922
27	0.091226466
28	0.08900983632
29	0.08645251393
30	0.08220842481
31	0.07998347282
32	0.07824358344
33	0.07522752881
34	0.07127752155
35	0.06872951239
36	0.06684550643
37	0.06533376873
38	0.06387741864
39	0.06183630228
40	0.06049470603
41	0.05825844407
42	0.05667654052
43	0.05556098372
44	0.05319795758
45	0.05220555142
46	0.05107894167
47	0.04944401607
48	0.04843039066
49	0.04745575041
50	0.04585877061
51	0.04523676261
52	0.04424091429
53	0.04328714311
54	0.04235853255
55	0.04105309024
56	0.03962608427
57	0.03915574029
58	0.03784716874
59	0.03679484129
60	0.03577926755
61	0.03482696787
62	0.03392998129
63	0.03306042403
64	0.03222290799
65	0.03142891452
66	0.03066502698
67	0.02962687984
68	0.02894124947
69	0.02829638124
70	0.02768423595
71	0.02709298208
72	0.02652412653
73	0.02597593702
74	0.02544288523
75	0.02493370511
76	0.02443872392
77	0.02396911755
78	0.02351478115
79	0.02307726257
80	0.02265285142
81	0.02223833278
82	0.02184463106
83	0.02145847678
84	0.02108909376
85	0.02073352411
86	0.02038269304
87	0.02004364878
88	0.01971510053
89	0.01939702034
90	0.01909268275
91	0.01879956946
92	0.01851073653
93	0.01822986826
94	0.01796130836
95	0.01769986562
96	0.01744668186
97	0.01720074564
98	0.01696185768
99	0.0167286545
100	0.01649994776
101	0.01627402753
102	0.01605497301
103	0.01584371552
104	0.01564005204
105	0.01543485839
106	0.0152407214
107	0.01505201589
108	0.01486815326
109	0.01468709297
110	0.01451148652
111	0.01434070617
112	0.0141718071
113	0.01400631294
114	0.01384058595
115	0.01368149929
116	0.01352857612
117	0.01337258983
118	0.0132226143
119	0.01307803579
120	0.01293699909
121	0.01279865578
122	0.01266355999
123	0.01253004
124	0.01239962224
125	0.0122722853
126	0.01214698702
127	0.01202396769
128	0.01190352812
129	0.01178581081
130	0.01166969351
131	0.01155601349
132	0.0114443358
133	0.01133431681
134	0.01122725755
135	0.01112189889
136	0.01101831719
137	0.01091587637
138	0.01081617549
139	0.01071765646
140	0.01062123384
141	0.01052665245
142	0.01043328829
143	0.01034230925
144	0.01025130227
145	0.01016342081
146	0.01007667743
147	0.00999093242
148	0.009907066822
149	0.009824682027
150	0.009742794558
151	0.009662950411
152	0.009583879262
153	0.009506015107
154	0.009430004284
155	0.009356237948
156	0.009281648323
157	0.00920977816
158	0.009137708694
159	0.009067416191
160	0.008998425677
161	0.008930156007
162	0.008862882853
163	0.008797649294
164	0.008731796406
165	0.008667942137
166	0.008603377268
167	0.00853738375
168	0.00847646594
169	0.008416911587
170	0.008353760466
171	0.008293388411
172	0.008236194029
173	0.008178898133
174	0.008122840896
175	0.008064325899
176	0.008007416502
177	0.007953099906
178	0.007900583558
179	0.007846966386
180	0.007795528043
181	0.007743711583
182	0.007693094201
183	0.007642216049
184	0.007593378425
185	0.007543841377
186	0.007496123668
187	0.007449066266
188	0.007401669398
189	0.007354889065
190	0.00730923051
191	0.007263973355
192	0.007219193503
193	0.007174555212
194	0.007131015882
195	0.007088155486
196	0.007045479026
197	0.007003118284
198	0.006961278617
199	0.006919578649
200	0.006879098713
201	0.00683889864
202	0.006799717434
203	0.006759677082
204	0.006721156649
205	0.006683677435
206	0.006645135116
207	0.006607033312
208	0.006570432335
209	0.006532770582
210	0.006496848539
211	0.006461306475
212	0.006423336454
213	0.006386405788
214	0.006351689808
215	0.006316505373
216	0.006283142604
217	0.006249899045
218	0.006216315553
219	0.006182361394
220	0.006146559492
221	0.00611459557
222	0.006082312204
223	0.006050726399
224	0.006019124761
225	0.005988501012
226	0.00595745584
227	0.005926512182
228	0.005897289142
229	0.005866884254
230	0.005837161094
231	0.005808697082
232	0.005778950639
233	0.005750587676
234	0.00572252553
235	0.005693417974
236	0.005666376557
237	0.00563901104
238	0.005610904656
239	0.005584660918
240	0.00555717526
241	0.005531009752
242	0.005504566245
243	0.005478420295
244	0.005452775396
245	0.005426829215
246	0.005401102826
247	0.005376136862
248	0.005351392552
249	0.005326726474
250	0.005302420817
251	0.005278835073
252	0.005254588556
253	0.005230564624
254	0.005207113922
255	0.005183208734
256	0.005160483532
257	0.005137856118
258	0.00511457026
259	0.005091544241
260	0.005070095882
261	0.005048049148
262	0.005025540479
263	0.005003654398
264	0.004982568789
265	0.004961379804
266	0.00493923109
267	0.004919166677
268	0.004897515289
269	0.004877310246
270	0.004856281914
271	0.00483633345
272	0.004815905355
273	0.0047960761
274	0.004776568152
275	0.004756280221
276	0.004736891016
277	0.004717722535
278	0.004698494449
279	0.004679385573
280	0.004660457373
281	0.004642348737
282	0.004623096902
283	0.004604409449
284	0.004586798605
285	0.004568951204
286	0.004550159909
287	0.004532691091
288	0.004515422042
289	0.004498033319
290	0.004479620606
291	0.004462431185
292	0.004445503466
293	0.004428790882
294	0.004411360249
295	0.004393419251
296	0.004376014695
297	0.004359683022
298	0.004342692904
299	0.004327003844
300	0.004311011173
301	0.004294264596
302	0.004276605789
303	0.004260615446
304	0.004245623481
305	0.0042305151
306	0.004214962944
307	0.004199872259
308	0.004184379708
309	0.004169309046
310	0.004153897054
311	0.004139202181
312	0.004122212064
313	0.0041075591
314	0.004093286581
315	0.004078835715
316	0.004064744804
317	0.004049972631
318	0.004035280086
319	0.004021850415
320	0.004008137621
321	0.003993626684
322	0.003979813308
323	0.003966883756
324	0.003953012638
325	0.003938820213
326	0.00392610766
327	0.003912597429
328	0.003898744471
329	0.003886493621
330	0.003872819478
331	0.003860228695
332	0.003847077955
333	0.003834124422
334	0.003821911989
335	0.00380890118
336	0.003796227509
337	0.003783976194
338	0.003771224525
339	0.003759131301
340	0.003746718634
341	0.00373458676
342	0.003722352907
343	0.00371054234
344	0.003698868677
345	0.003686515614
346	0.003674883628
347	0.003663233016
348	0.003651079722
349	0.003640287556
350	0.00362771377
351	0.003617022187
352	0.003606369719
353	0.003593835048
354	0.003583363723
355	0.003572109854
356	0.003560319077
357	0.003549925517
358	0.003538412042
359	0.003528098576
360	0.003517344594
361	0.003506512847
362	0.003495800076
363	0.003485748544
364	0.003474512137
365	0.003463897854
366	0.003453869373
367	0.003443592228
368	0.003432861064
369	0.003422446316
370	0.003412614577
371	0.003402518574
372	0.003392806277
373	0.003381732851
374	0.003372577718
375	0.003362245858
376	0.003352613654
377	0.003343300195
378	0.003333846806
379	0.003323952667
380	0.003313337918
381	0.003304104554
382	0.003295068629
383	0.003285757732
384	0.00327682239
385	0.003266928252
386	0.003257215256
387	0.003248339519
388	0.003239326645
389	0.003230412258
390	0.003220717423
391	0.003212064505
392	0.003203310538
393	0.003194515361
394	0.003185020061
395	0.003176626051
396	0.003167229239
397	0.003158597043
398	0.003149863798
399	0.003141547553
400	0.003132974729
401	0.003124599345
402	0.003116026521
403	0.003107591067
404	0.003099495312
405	0.003091020975
406	0.003080919385
407	0.003072525375
408	0.003064092249
409	0.00305619603
410	0.003047921229
411	0.003039807081
412	0.003032273613
413	0.003024317324
414	0.003016304225
415	0.003008208238
416	0.003000433324
417	0.002992397174
418	0.00298464275
419	0.002975878306
420	0.0029671886
421	0.00295941392
422	0.002951797098
423	0.002944081789
424	0.002936887555
425	0.002929172479
426	0.002921537496
427	0.002914001001
428	0.002906384179
429	0.002898790641
430	0.002892656252
431	0.002885822207
432	0.002877987921
433	0.002870731056
434	0.002863354981
435	0.002855898812
436	0.002848662902
437	0.002841888461
438	0.002835074905
439	0.002828437835
440	0.002821263857
441	0.002813887782
442	0.002806910779
443	0.002800157061
444	0.002793779131
445	0.002787087113
446	0.002780030016
447	0.002772874199
448	0.002766459715
449	0.002759824973
450	0.002753029112
451	0.002746692393
452	0.002740278142
453	0.002734241076
454	0.002728181891
455	0.00272114994
456	0.002715673996
457	0.002708618995
458	0.002702463651
459	0.00269550737
460	0.002689953428
461	0.00268307724
462	0.002677338896
463	0.002671025228
464	0.002664268482
465	0.002659271006
466	0.002653097268
467	0.002647200832
468	0.002641384723
469	0.002634648699
470	0.002629454713
471	0.002622656524
472	0.002616780577
473	0.002611607313
474	0.002605127869
475	0.002598513151
476	0.002592836972
477	0.00258766138
478	0.002581365407
479	0.002574927174
480	0.002570453798
481	0.002564157825
482	0.002557838801
483	0.002553266939
484	0.002546989359
485	0.002540812362
486	0.002535856795
487	0.002530121244
488	0.002523923758
489	0.002518485766
490	0.002513592131
491	0.002507936675
492	0.002501957119
493	0.002496822737
494	0.002491586842
495	0.002486011246
496	0.002480674535
497	0.002475796267
498	0.002470884239
499	0.002465586178
500	0.002459588461
501	0.002454712987
502	0.002449557418
503	0.002443479141
504	0.002439663745
505	0.002433686517
506	0.002428471111
507	0.002423815895
508	0.002417758573
509	0.002413502196
510	0.002407986438
511	0.002402869752
512	0.002398214536
513	0.002392734867
514	0.002388079651
515	0.002383022336
516	0.002377944533
517	0.002373569179
518	0.002367672045
519	0.00236353511
520	0.002358379308
521	0.0023551411
522	0.002349905204
523	0.002345669549
524	0.002340672072
525	0.002337913029
526	0.002332837554
527	0.002328521572
528	0.00232300302
529	0.002318026032
530	0.002313769888
531	0.002309031319
532	0.002304816386
533	0.002299217274
534	0.002296183957
535	0.00229086238
536	0.002287329175
537	0.002281711902
538	0.002277774271
539	0.002272937214
540	0.002269261051
541	0.002264364623
542	0.002260566689
543	0.00225578947
544	0.002251693513
545	0.002247076482
546	0.002243537921
547	0.002239540219
548	0.002237721812
549	0.002232164145
550	0.002232024446
551	0.002228711266
552	0.002225661185
553	0.002221878851
554	0.002217902336
555	0.002213225933
556	0.002210306469
557	0.002206889214
558	0.002202972304
559	0.002198375994
560	0.002198375994
561	0.002198334783
562	0.002193578053
563	0.002190679312
564	0.002187702339
565	0.002183264121
566	0.002179526258
567	0.002176385839
568	0.002172098262
569	0.002170517808
570	0.002170517808
